code,metric,axis,rate,dec_p_sub,dec_p_ins,dec_p_del,dec_p_erase,decision_depth,max_drift,trials,ref_bits,edit_distance,edit_rate,lock_bits,mean_lock
K7_R1_2,lock,delete,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,104804,0.72672098
K7_R1_2,lock,delete,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,102833,0.71755201
K7_R1_2,lock,delete,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,101065,0.71028304
K7_R1_2,lock,delete,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,99247,0.70567741
K7_R1_2,lock,delete,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,97351,0.70244382
K7_R1_2,lock,delete,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,95642,0.70007807
K7_R1_2,lock,delete,0.2333,0.01,0.01,0.01,0.01,56,8,30,,,,91834,0.69598911
K7_R1_2,lock,delete,0.2667,0.01,0.01,0.01,0.01,56,8,30,,,,87554,0.69229205
K7_R1_2,lock,delete,0.3,0.01,0.01,0.01,0.01,56,8,30,,,,83311,0.69266192
K7_R1_2,lock,delete,0.3667,0.01,0.01,0.01,0.01,56,8,30,,,,75151,0.692047
K7_R1_2,lock,delete,0.4333,0.01,0.01,0.01,0.01,56,8,30,,,,66867,0.69244095
K7_R1_2,lock,delete,0.5,0.01,0.01,0.01,0.01,56,8,30,,,,58455,0.69191604
K7_R1_2,lock,delete,0.6,0.01,0.01,0.01,0.01,56,8,30,,,,46197,0.69177941
K7_R1_2,lock,delete,0.7,0.01,0.01,0.01,0.01,56,8,30,,,,33605,0.69105608
K7_R1_2,lock,delete,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,21241,0.69180872
K7_R1_2,lock,delete,0.8333,0.01,0.01,0.01,0.01,56,8,30,,,,17284,0.69056042
K7_R1_2,lock,delete,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,13092,0.69110723
K7_R1_2,lock,delete,0.9,0.01,0.01,0.01,0.01,56,8,30,,,,8887,0.68863067
K7_R1_2,lock,delete,0.9167,0.01,0.01,0.01,0.01,56,8,30,,,,6904,0.6896605
K7_R1_2,lock,delete,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,4761,0.68964886
K7_R1_2,lock,delete,0.95,0.01,0.01,0.01,0.01,56,8,30,,,,2620,0.68957576
K7_R1_2,lock,delete,0.9667,0.01,0.01,0.01,0.01,56,8,30,,,,679,0.67824162
K7_R1_2,lock,delete,1,0.01,0.01,0.01,0.01,56,8,30,,,,0,0
K7_R1_2,lock,delete,0.9833,0.01,0.01,0.01,0.01,56,8,30,,,,0,0
K7_R1_2,lock,erase,0,0.01,0.01,0.01,0.01,56,8,30,,,,116670,1
K7_R1_2,lock,erase,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.99824028
K7_R1_2,lock,erase,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.99141796
K7_R1_2,lock,erase,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.97778238
K7_R1_2,lock,erase,0.0267,0.01,0.01,0.01,0.01,56,8,30,,,,116671,0.96110737
K7_R1_2,lock,erase,0.0333,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.93856433
K7_R1_2,lock,erase,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.91444889
K7_R1_2,lock,erase,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,116670,0.87077337
K7_R1_2,lock,erase,0.06,0.01,0.01,0.01,0.01,56,8,30,,,,116672,0.83536227
K7_R1_2,lock,erase,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,116672,0.78991929
K7_R1_2,lock,erase,0.08,0.01,0.01,0.01,0.01,56,8,30,,,,116679,0.75368441
K7_R1_2,lock,erase,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,116678,0.71271794
K7_R1_2,lock,erase,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,116679,0.67038164
K7_R1_2,lock,erase,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,116684,0.63024286
K7_R1_2,lock,erase,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,116690,0.58882689
K7_R1_2,lock,erase,0.13,0.01,0.01,0.01,0.01,56,8,30,,,,116690,0.54481427
K7_R1_2,lock,erase,0.14,0.01,0.01,0.01,0.01,56,8,30,,,,116692,0.50758937
K7_R1_2,lock,erase,0.15,0.01,0.01,0.01,0.01,56,8,30,,,,116696,0.46474036
K7_R1_2,lock,erase,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,116700,0.4212456
K7_R1_2,lock,erase,0.17,0.01,0.01,0.01,0.01,56,8,30,,,,116697,0.37993315
K7_R1_2,lock,erase,0.18,0.01,0.01,0.01,0.01,56,8,30,,,,116700,0.35035294
K7_R1_2,lock,erase,0.19,0.01,0.01,0.01,0.01,56,8,30,,,,116702,0.3034873
K7_R1_2,lock,erase,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,116700,0.26659175
K7_R1_2,lock,erase,0.21,0.01,0.01,0.01,0.01,56,8,30,,,,116704,0.22425958
K7_R1_2,lock,erase,0.22,0.01,0.01,0.01,0.01,56,8,30,,,,116704,0.18475574
K7_R1_2,lock,erase,0.2333,0.01,0.01,0.01,0.01,56,8,30,,,,116712,0.14342413
K7_R1_2,lock,erase,0.2467,0.01,0.01,0.01,0.01,56,8,30,,,,116712,0.10556409
K7_R1_2,lock,erase,0.26,0.01,0.01,0.01,0.01,56,8,30,,,,116719,0.073030597
K7_R1_2,lock,erase,0.2733,0.01,0.01,0.01,0.01,56,8,30,,,,116724,0.05063636
K7_R1_2,lock,erase,0.2867,0.01,0.01,0.01,0.01,56,8,30,,,,116723,0.031178587
K7_R1_2,lock,erase,0.3,0.01,0.01,0.01,0.01,56,8,30,,,,116727,0.017530068
K7_R1_2,lock,erase,0.32,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.007166521
K7_R1_2,lock,erase,0.34,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.0023726464
K7_R1_2,lock,erase,0.36,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.00075331573
K7_R1_2,lock,erase,0.4067,0.01,0.01,0.01,0.01,56,8,30,,,,116730,1.1057019e-05
K7_R1_2,lock,erase,0.4533,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0
K7_R1_2,lock,erase,0.5,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0
K7_R1_2,lock,erase,0.6667,0.01,0.01,0.01,0.01,56,8,30,,,,116828,0
K7_R1_2,lock,erase,0.8333,0.01,0.01,0.01,0.01,56,8,30,,,,122423,0
K7_R1_2,lock,erase,1,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0
K7_R1_3,edit,flip,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_3,edit,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,17,0.00014367816,,
K7_R1_3,edit,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,62,0.0005240027,,
K7_R1_3,edit,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,128,0.001081812,,
K7_R1_3,edit,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,271,0.0022903989,,
K7_R1_3,edit,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,987,0.008341785,,
K7_R1_3,edit,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,1092,0.0092292089,,
K7_R1_3,edit,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,3090,0.026115619,,
K7_R1_3,edit,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,3838,0.032437458,,
K7_R1_3,edit,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,4554,0.038488844,,
K7_R1_3,edit,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,6427,0.054318796,,
K7_R1_3,edit,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,7379,0.062364773,,
K7_R1_3,edit,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,9221,0.077932725,,
K7_R1_3,edit,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,10771,0.091032792,,
K7_R1_3,edit,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,13377,0.11305781,,
K7_R1_3,edit,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,15708,0.13275862,,
K7_R1_3,edit,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,16919,0.14299358,,
K7_R1_3,edit,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,20007,0.16909229,,
K7_R1_3,edit,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,20691,0.17487323,,
K7_R1_3,edit,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,22622,0.19119337,,
K7_R1_3,edit,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,25056,0.21176471,,
K7_R1_3,edit,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,27272,0.23049358,,
K7_R1_3,edit,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,30126,0.2546146,,
K7_R1_3,edit,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,31599,0.26706389,,
K7_R1_3,edit,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,33727,0.28504902,,
K7_R1_3,edit,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,35100,0.29665314,,
K7_R1_3,edit,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,36356,0.30726842,,
K7_R1_3,edit,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,37106,0.31360717,,
K7_R1_3,edit,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,37456,0.31656525,,
K7_R1_3,edit,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,37849,0.31988675,,
K7_R1_3,edit,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,37886,0.32019946,,
K7_R1_3,edit,insert,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_3,edit,insert,0.0017,0.01,0.01,0.01,0.01,56,8,30,118320,162,0.0013691684,,
K7_R1_3,edit,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,452,0.0038201487,,
K7_R1_3,edit,insert,0.005,0.01,0.01,0.01,0.01,56,8,30,118320,636,0.0053752535,,
K7_R1_3,edit,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,992,0.0083840433,,
K7_R1_3,edit,insert,0.0083,0.01,0.01,0.01,0.01,56,8,30,118320,1348,0.011392833,,
K7_R1_3,edit,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,1554,0.013133874,,
K7_R1_3,edit,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,2280,0.019269777,,
K7_R1_3,edit,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,3113,0.026310007,,
K7_R1_3,edit,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,3985,0.033679851,,
K7_R1_3,edit,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,118320,5159,0.043602096,,
K7_R1_3,edit,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,6467,0.054656863,,
K7_R1_3,edit,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,118320,7593,0.064173428,,
K7_R1_3,edit,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,118320,9451,0.079876606,,
K7_R1_3,edit,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,118320,10280,0.086883029,,
K7_R1_3,edit,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,10940,0.092461122,,
K7_R1_3,edit,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,12195,0.10306795,,
K7_R1_3,edit,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,13459,0.11375085,,
K7_R1_3,edit,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,15335,0.12960615,,
K7_R1_3,edit,insert,0.08,0.01,0.01,0.01,0.01,56,8,30,118320,17713,0.14970419,,
K7_R1_3,edit,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,19987,0.16892326,,
K7_R1_3,edit,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,23270,0.19667005,,
K7_R1_3,edit,insert,0.1133,0.01,0.01,0.01,0.01,56,8,30,118320,28032,0.23691684,,
K7_R1_3,edit,insert,0.1267,0.01,0.01,0.01,0.01,56,8,30,118320,31829,0.26900778,,
K7_R1_3,edit,insert,0.14,0.01,0.01,0.01,0.01,56,8,30,118320,34649,0.29284145,,
K7_R1_3,edit,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,37151,0.31398749,,
K7_R1_3,edit,insert,0.18,0.01,0.01,0.01,0.01,56,8,30,118320,38340,0.32403651,,
K7_R1_3,edit,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,38665,0.3267833,,
K7_R1_3,edit,insert,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,38615,0.32636072,,
K7_R1_3,edit,insert,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,38610,0.32631846,,
K7_R1_3,edit,insert,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,38912,0.32887086,,
K7_R1_3,edit,delete,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_3,edit,delete,0.0033,0.01,0.01,0.01,0.01,56,8,30,118320,30,0.0002535497,,
K7_R1_3,edit,delete,0.0067,0.01,0.01,0.01,0.01,56,8,30,118320,42,0.00035496957,,
K7_R1_3,edit,delete,0.01,0.01,0.01,0.01,0.01,56,8,30,118320,164,0.0013860717,,
K7_R1_3,edit,delete,0.0133,0.01,0.01,0.01,0.01,56,8,30,118320,255,0.0021551724,,
K7_R1_3,edit,delete,0.0167,0.01,0.01,0.01,0.01,56,8,30,118320,723,0.0061105477,,
K7_R1_3,edit,delete,0.02,0.01,0.01,0.01,0.01,56,8,30,118320,729,0.0061612576,,
K7_R1_3,edit,delete,0.0233,0.01,0.01,0.01,0.01,56,8,30,118320,1855,0.015677823,,
K7_R1_3,edit,delete,0.0267,0.01,0.01,0.01,0.01,56,8,30,118320,1413,0.011942191,,
K7_R1_3,edit,delete,0.03,0.01,0.01,0.01,0.01,56,8,30,118320,2804,0.023698445,,
K7_R1_3,edit,delete,0.0367,0.01,0.01,0.01,0.01,56,8,30,118320,5864,0.049560514,,
K7_R1_3,edit,delete,0.0433,0.01,0.01,0.01,0.01,56,8,30,118320,8243,0.069667005,,
K7_R1_3,edit,delete,0.05,0.01,0.01,0.01,0.01,56,8,30,118320,11192,0.09459094,,
K7_R1_3,edit,delete,0.0567,0.01,0.01,0.01,0.01,56,8,30,118320,13357,0.11288878,,
K7_R1_3,edit,delete,0.0633,0.01,0.01,0.01,0.01,56,8,30,118320,14596,0.12336038,,
K7_R1_3,edit,delete,0.07,0.01,0.01,0.01,0.01,56,8,30,118320,16132,0.13634212,,
K7_R1_3,edit,delete,0.0767,0.01,0.01,0.01,0.01,56,8,30,118320,17163,0.14505578,,
K7_R1_3,edit,delete,0.0833,0.01,0.01,0.01,0.01,56,8,30,118320,17736,0.14989858,,
K7_R1_3,edit,delete,0.09,0.01,0.01,0.01,0.01,56,8,30,118320,18525,0.15656694,,
K7_R1_3,edit,delete,0.1,0.01,0.01,0.01,0.01,56,8,30,118320,19353,0.16356491,,
K7_R1_3,edit,delete,0.11,0.01,0.01,0.01,0.01,56,8,30,118320,20568,0.17383367,,
K7_R1_3,edit,delete,0.12,0.01,0.01,0.01,0.01,56,8,30,118320,22711,0.19194557,,
K7_R1_3,edit,delete,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,23829,0.20139452,,
K7_R1_3,edit,delete,0.1467,0.01,0.01,0.01,0.01,56,8,30,118320,26638,0.22513523,,
K7_R1_3,edit,delete,0.16,0.01,0.01,0.01,0.01,56,8,30,118320,28750,0.24298513,,
K7_R1_3,edit,delete,0.1733,0.01,0.01,0.01,0.01,56,8,30,118320,30749,0.25987999,,
K7_R1_3,edit,delete,0.1867,0.01,0.01,0.01,0.01,56,8,30,118320,32502,0.27469574,,
K7_R1_3,edit,delete,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,33800,0.28566599,,
K7_R1_3,edit,delete,0.2167,0.01,0.01,0.01,0.01,56,8,30,118320,35434,0.299476,,
K7_R1_3,edit,delete,0.2333,0.01,0.01,0.01,0.01,56,8,30,118320,36418,0.30779243,,
K7_R1_3,edit,delete,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,37404,0.31612576,,
K7_R1_3,edit,erase,0,0.01,0.01,0.01,0.01,56,8,30,118320,0,0,,
K7_R1_3,edit,erase,0.0667,0.01,0.01,0.01,0.01,56,8,30,118320,7,5.9161596e-05,,
K7_R1_3,edit,erase,0.1333,0.01,0.01,0.01,0.01,56,8,30,118320,65,0.00054935767,,
K7_R1_3,edit,erase,0.2,0.01,0.01,0.01,0.01,56,8,30,118320,340,0.0028735632,,
K7_R1_3,edit,erase,0.25,0.01,0.01,0.01,0.01,56,8,30,118320,686,0.0057978364,,
K7_R1_3,edit,erase,0.3,0.01,0.01,0.01,0.01,56,8,30,118320,1229,0.010387086,,
K7_R1_3,edit,erase,0.35,0.01,0.01,0.01,0.01,56,8,30,118320,1777,0.015018594,,
K7_R1_3,edit,erase,0.3833,0.01,0.01,0.01,0.01,56,8,30,118320,2789,0.02357167,,
K7_R1_3,edit,erase,0.4167,0.01,0.01,0.01,0.01,56,8,30,118320,3610,0.03051048,,
K7_R1_3,edit,erase,0.45,0.01,0.01,0.01,0.01,56,8,30,118320,4394,0.037136579,,
K7_R1_3,edit,erase,0.4833,0.01,0.01,0.01,0.01,56,8,30,118320,5966,0.050422583,,
K7_R1_3,edit,erase,0.5167,0.01,0.01,0.01,0.01,56,8,30,118320,7390,0.062457742,,
K7_R1_3,edit,erase,0.55,0.01,0.01,0.01,0.01,56,8,30,118320,9401,0.079454023,,
K7_R1_3,edit,erase,0.5733,0.01,0.01,0.01,0.01,56,8,30,118320,11373,0.09612069,,
K7_R1_3,edit,erase,0.5967,0.01,0.01,0.01,0.01,56,8,30,118320,14022,0.11850913,,
K7_R1_3,edit,erase,0.62,0.01,0.01,0.01,0.01,56,8,30,118320,17214,0.14548682,,
K7_R1_3,edit,erase,0.6467,0.01,0.01,0.01,0.01,56,8,30,118320,23754,0.20076065,,
K7_R1_3,edit,erase,0.6733,0.01,0.01,0.01,0.01,56,8,30,118320,29868,0.25243408,,
K7_R1_3,edit,erase,0.7,0.01,0.01,0.01,0.01,56,8,30,118320,34261,0.2895622,,
K7_R1_3,edit,erase,0.7267,0.01,0.01,0.01,0.01,56,8,30,118320,36644,0.3097025,,
K7_R1_3,edit,erase,0.7533,0.01,0.01,0.01,0.01,56,8,30,118320,38351,0.32412948,,
K7_R1_3,edit,erase,0.78,0.01,0.01,0.01,0.01,56,8,30,118320,39823,0.33657032,,
K7_R1_3,edit,erase,0.8033,0.01,0.01,0.01,0.01,56,8,30,118320,41222,0.34839419,,
K7_R1_3,edit,erase,0.8267,0.01,0.01,0.01,0.01,56,8,30,118320,42717,0.36102941,,
K7_R1_3,edit,erase,0.85,0.01,0.01,0.01,0.01,56,8,30,118320,44569,0.37668188,,
K7_R1_3,edit,erase,0.8733,0.01,0.01,0.01,0.01,56,8,30,118320,47730,0.40339757,,
K7_R1_3,edit,erase,0.8967,0.01,0.01,0.01,0.01,56,8,30,118320,52345,0.44240196,,
K7_R1_3,edit,erase,0.92,0.01,0.01,0.01,0.01,56,8,30,118320,55830,0.47185598,,
K7_R1_3,lock,flip,0,0.01,0.01,0.01,0.01,56,8,30,,,,116730,1
K7_R1_3,lock,flip,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.99989732
K7_R1_3,lock,flip,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.9991913
K7_R1_3,lock,flip,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116730,0.9975505
K7_R1_3,lock,flip,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116731,0.99378307
K7_R1_3,lock,flip,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116738,0.98877159
K7_R1_3,lock,flip,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116747,0.9814701
K7_R1_3,lock,flip,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116748,0.96818673
K7_R1_3,lock,flip,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,116755,0.95393083
K7_R1_3,lock,flip,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,116761,0.93490609
K7_R1_3,lock,flip,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,116768,0.91851582
K7_R1_3,lock,flip,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,116798,0.89771185
K7_R1_3,lock,flip,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,116793,0.87747502
K7_R1_3,lock,flip,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,116832,0.85168655
K7_R1_3,lock,flip,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,116893,0.82375774
K7_R1_3,lock,flip,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,117005,0.79706682
K7_R1_3,lock,flip,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,117082,0.76989161
K7_R1_3,lock,flip,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,117250,0.74751343
K7_R1_3,lock,flip,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,117487,0.72258146
K7_R1_3,lock,flip,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,117872,0.68647559
K7_R1_3,lock,flip,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,118277,0.65704269
K7_R1_3,lock,flip,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,118717,0.63098206
K7_R1_3,lock,flip,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,119554,0.59845019
K7_R1_3,lock,flip,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,120106,0.5743196
K7_R1_3,lock,flip,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,120656,0.55676232
K7_R1_3,lock,flip,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,121121,0.54541186
K7_R1_3,lock,flip,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,121407,0.53679413
K7_R1_3,lock,flip,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,121718,0.52920945
K7_R1_3,lock,flip,0.2167,0.01,0.01,0.01,0.01,56,8,30,,,,121882,0.52474602
K7_R1_3,lock,flip,0.2333,0.01,0.01,0.01,0.01,56,8,30,,,,121982,0.52169637
K7_R1_3,lock,flip,0.25,0.01,0.01,0.01,0.01,56,8,30,,,,122033,0.52034743
K7_R1_3,lock,flip,0.2833,0.01,0.01,0.01,0.01,56,8,30,,,,122032,0.51981717
K7_R1_3,lock,flip,0.3167,0.01,0.01,0.01,0.01,56,8,30,,,,122053,0.51761045
K7_R1_3,lock,flip,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,122089,0.51798519
K7_R1_3,lock,flip,0.4167,0.01,0.01,0.01,0.01,56,8,30,,,,122127,0.51754927
K7_R1_3,lock,flip,0.4833,0.01,0.01,0.01,0.01,56,8,30,,,,122145,0.51740655
K7_R1_3,lock,flip,0.55,0.01,0.01,0.01,0.01,56,8,30,,,,122053,0.51761642
K7_R1_3,lock,flip,0.6333,0.01,0.01,0.01,0.01,56,8,30,,,,122164,0.51734607
K7_R1_3,lock,flip,0.7167,0.01,0.01,0.01,0.01,56,8,30,,,,122085,0.51688421
K7_R1_3,lock,flip,0.8,0.01,0.01,0.01,0.01,56,8,30,,,,122046,0.51433818
K7_R1_3,lock,flip,0.8667,0.01,0.01,0.01,0.01,56,8,30,,,,122256,0.51167252
K7_R1_3,lock,flip,0.9333,0.01,0.01,0.01,0.01,56,8,30,,,,122279,0.50590224
K7_R1_3,lock,flip,1,0.01,0.01,0.01,0.01,56,8,30,,,,122467,0.49683098
K7_R1_3,lock,insert,0,0.01,0.01,0.01,0.01,56,8,30,,,,116730,1
K7_R1_3,lock,insert,0.0033,0.01,0.01,0.01,0.01,56,8,30,,,,116763,0.99987913
K7_R1_3,lock,insert,0.0067,0.01,0.01,0.01,0.01,56,8,30,,,,116766,0.9992529
K7_R1_3,lock,insert,0.01,0.01,0.01,0.01,0.01,56,8,30,,,,116765,0.99747835
K7_R1_3,lock,insert,0.0133,0.01,0.01,0.01,0.01,56,8,30,,,,116781,0.99376784
K7_R1_3,lock,insert,0.0167,0.01,0.01,0.01,0.01,56,8,30,,,,116798,0.98893219
K7_R1_3,lock,insert,0.02,0.01,0.01,0.01,0.01,56,8,30,,,,116817,0.98042762
K7_R1_3,lock,insert,0.025,0.01,0.01,0.01,0.01,56,8,30,,,,116912,0.96845826
K7_R1_3,lock,insert,0.03,0.01,0.01,0.01,0.01,56,8,30,,,,117012,0.95291282
K7_R1_3,lock,insert,0.035,0.01,0.01,0.01,0.01,56,8,30,,,,117169,0.93393022
K7_R1_3,lock,insert,0.04,0.01,0.01,0.01,0.01,56,8,30,,,,117322,0.9154202
K7_R1_3,lock,insert,0.045,0.01,0.01,0.01,0.01,56,8,30,,,,117637,0.89242259
K7_R1_3,lock,insert,0.05,0.01,0.01,0.01,0.01,56,8,30,,,,117929,0.87298811
K7_R1_3,lock,insert,0.0567,0.01,0.01,0.01,0.01,56,8,30,,,,118494,0.85043969
K7_R1_3,lock,insert,0.0633,0.01,0.01,0.01,0.01,56,8,30,,,,119229,0.81880106
K7_R1_3,lock,insert,0.07,0.01,0.01,0.01,0.01,56,8,30,,,,120062,0.79053518
K7_R1_3,lock,insert,0.0767,0.01,0.01,0.01,0.01,56,8,30,,,,121033,0.76864953
K7_R1_3,lock,insert,0.0833,0.01,0.01,0.01,0.01,56,8,30,,,,122277,0.74199294
K7_R1_3,lock,insert,0.09,0.01,0.01,0.01,0.01,56,8,30,,,,123160,0.7211846
K7_R1_3,lock,insert,0.1,0.01,0.01,0.01,0.01,56,8,30,,,,125383,0.68697891
K7_R1_3,lock,insert,0.11,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.65660107
K7_R1_3,lock,insert,0.12,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.63351068
K7_R1_3,lock,insert,0.1333,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.60784868
K7_R1_3,lock,insert,0.1467,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.58644487
K7_R1_3,lock,insert,0.16,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.57006214
K7_R1_3,lock,insert,0.1733,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.55774431
K7_R1_3,lock,insert,0.1867,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.54913064
K7_R1_3,lock,insert,0.2,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.5401501
K7_R1_3,lock,insert,0.22,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.53343054
K7_R1_3,lock,insert,0.24,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.5281725
K7_R1_3,lock,insert,0.26,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.52594006
K7_R1_3,lock,insert,0.29,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.52271446
K7_R1_3,lock,insert,0.32,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.52035722
K7_R1_3,lock,insert,0.35,0.01,0.01,0.01,0.01,56,8,30,,,,125820,0.51917773
